membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,total_tow_miles,mean_tow_miles,vehicle,total_cost,mean_total_cost,total_members_in_household,total_calls_veh,total_cost_veh,total_member_cost_veh,mean_total_calls_veh,mean_total_cost_veh,mean_total_member_cost_veh,consumer_score
198678,7865172,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,UNKNOWN,+40 YEARS,0,48,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,1.0,15.0,8.0,13.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198681,8602152,"10-19,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2888,NISSAN,ALTIMA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,84.0,6.0,0,0,0,0,0,0,0,1.0,1,1.0,93.044444,1.0,0.0,1.0,6.0,2.0,2.0,1.0,0.0,,,11.0,7.0,3.0,,1.0,,2.0,0.0,9.0,27.0,0.0,529.65,1588.95,0.0,500.4,57.0,0.0,55.6,6.3333,0.0,36.0,2118.6,235.4,24.0,2.666667,NISSAN ALTIMA,837.4,93.044444,1,2577.0,45170.27,133946.81,2.5364,44.458927,131.837411,64.0
198686,4898837,"100-149,999",CANCELLED,RI,750-799,TRANSFER MEMBER SUSPEND,NOTICE,UNKNOWN,2888,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,PROFESSIONAL - INFERRED,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,MILLENIALS (1981 - 1993),BETWEEN 6 & 10 YEARS,3,48,45.6875,4.75,1,1,0,0,1,0,1,1.0,0,3.4286,29.045,4.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,,9.0,3.0,3.0,4.0,,7.0,,0.0,5.0,20.0,10.0,10.0,928.5,588.5,588.5,580.9,0.0,0.0,29.045,0.0,0.0,40.0,2105.5,105.275,15.0,0.75,UNKNOWN UNKNOWN,580.9,29.045,9,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198700,1123048,"50-59,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2910,CHEVROLET,TRAX,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,STEADFAST CONVENTIONALISTS,HARD WORKING BLUE COLLAR,FAMILY UNION,BABY BOOMERS (1948 - 1968),BETWEEN 21 & 30 YEARS,2,24,66.0,3.0,0,0,0,0,0,1,0,0.0,0,2.0,58.85,2.0,0.0,,4.0,0.0,5.0,1.0,0.0,,,29.0,5.0,10.0,1.0,3.0,,0.0,1.0,1.0,0.0,0.0,58.85,0.0,0.0,58.85,0.0,0.0,58.85,0.0,0.0,1.0,58.85,58.85,0.0,0.0,CHEVROLET TRAX,58.85,58.85,1,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
198707,9212615,"90-99,999",PENDING,RI,650-699,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2840,DODGE,MAGNUM,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,UNKNOWN,SFDU,MALE,SELF EMPLOYED,OTHER - KNOWN,UNKNOWN,FULL POCKETS  EMPTY NESTS,BOURGEOIS PROSPERITY,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,64.5,10.4615,0,0,0,0,0,1,0,1.0,0,1.1,46.911538,3.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,,,12.0,2.0,4.0,12.0,14.0,,2.0,4.0,22.0,7.0,29.0,757.7,382.1,2266.0,477.85,132.0,0.0,36.757692,10.1538,0.0,58.0,3405.8,261.984615,51.9,3.992308,DODGE MAGNUM,609.85,46.911538,4,1570.0,24117.64,84943.62,3.0019,46.114034,162.416099,58.0
198719,37706961,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2907,FORD,CROWN VICTORIA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MILLENIALS (1981 - 1993),BETWEEN 6 & 10 YEARS,3,48,67.5714,9.0,1,0,0,0,1,1,0,1.0,0,1.0,49.818667,2.0,0.0,2.0,6.0,,5.0,,0.0,,2.0,,,,,,,2.0,3.0,0.0,14.0,15.0,0.0,823.9,540.15,609.28,138.0,0.0,40.618667,9.2,0.0,29.0,1364.05,90.936667,73.0,4.866667,FORD CROWN VICTORIA,747.28,49.818667,3,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
198720,2589593,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2893,HONDA,CR-V,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,MALE,UNKNOWN,TECHNICAL - INFERRED,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,GENERATION X (1969 - 1980),BETWEEN 16 & 20 YEARS,4,48,58.4,0.0,0,0,0,0,0,0,0,0.0,0,,43.294,,,,,0.0,,2.0,,,,7.0,3.0,6.0,4.0,10.0,,0.0,4.0,0.0,2.0,0.0,0.0,191.94,0.0,216.47,0.0,0.0,43.294,0.0,0.0,2.0,191.94,38.388,0.0,0.0,HONDA CR-V,216.47,43.294,2,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
198730,8006918,UNKNOWN,CANCELLED,RI,UNKNOWN,NO LONGER DRIVING,NOTICE,BASIC MEMBERSHIP,2893,TOYOTA,CAMRY,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,POST-WAR (< 1948),+40 YEARS,0,48,92.5714,7.1429,0,0,0,0,0,0,0,0.0,0,1.0,23.714286,1.0,0.0,,6.0,2.0,3.0,,0.0,,5.0,10.0,5.0,9.0,,,,0.0,0.0,0.0,20.0,10.0,0.0,796.75,325.0,166.0,0.0,0.0,23.714286,0.0,0.0,30.0,1121.75,160.25,6.8,0.971429,TOYOTA CAMRY,166.0,23.714286,2,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
198738,3636813,UNKNOWN,CANCELLED,CT,UNKNOWN,DECEASED,NOTICE,UNKNOWN,6385,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,48,69.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198761,13451290,"40-49,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2889,HYUNDAI,ELANTRA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,48,87.6667,15.0,0,0,0,0,0,0,0,0.0,0,1.0,35.333333,2.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,,,5.0,1.0,3.0,,1.0,,2.0,0.0,0.0,2.0,0.0,0.0,117.7,0.0,106.0,0.0,0.0,35.333333,0.0,0.0,2.0,117.7,39.233333,0.0,0.0,HYUNDAI ELANTRA,106.0,35.333333,2,1949.0,37892.83,99987.49,2.3202,45.110512,119.032726,73.0
198770,9638703,"200 - 249,999",CANCELLED,RI,750-799,TRANSFER MEMBER,NOTICE,UNKNOWN,2881,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,COUPLES WITH CLOUT,BOURGEOIS PROSPERITY,POWER ELITE,UNKNOWN,BETWEEN 16 & 20 YEARS,4,28,59.5,0.8,0,0,0,0,0,1,0,0.0,0,4.0,31.8,1.0,0.0,3.0,12.0,0.0,1.0,1.0,0.0,,6.0,26.0,2.0,7.0,,8.0,,2.0,3.0,0.0,3.0,3.0,0.0,90.0,159.0,159.0,0.0,0.0,31.8,0.0,0.0,6.0,249.0,49.8,0.0,0.0,UNKNOWN UNKNOWN,159.0,31.8,3,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198794,498184,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2863,CHEVROLET,AVEO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,91.0,0.0,0,0,0,0,0,0,0,0.0,0,,28.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHEVROLET AVEO,28.0,28.0,1,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
198811,13204395,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2905,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STRIVING SINGLE SCENE,METROPOLITAN STRUGGLERS,SINGLES AND STARTERS,UNKNOWN,+40 YEARS,0,48,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,1.0,40.0,8.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198818,8928096,"10-19,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2920,HONDA,CR-V,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,81.0,11.25,0,0,0,0,0,1,0,0.0,0,1.0,41.2125,1.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,,2.0,4.0,6.0,5.0,2.0,2.0,,2.0,0.0,0.0,3.0,0.0,0.0,176.55,0.0,164.85,0.0,0.0,41.2125,0.0,0.0,3.0,176.55,44.1375,0.0,0.0,HONDA CR-V,164.85,41.2125,2,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
198833,16480921,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2825,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNSPOILED SPLENDOR,BOURGEOIS PROSPERITY,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,101.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,1.0,25.0,2.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198842,3399415,"10-19,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2816,CHEVROLET,MALIBU,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,72.0,15.0,0,0,0,0,0,1,0,0.0,0,1.0,34.0,2.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,,,4.0,6.0,5.0,5.0,14.0,,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,1.0,34.0,34.0,0.0,0.0,CHEVROLET MALIBU,34.0,34.0,1,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
198850,95011726,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2865,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,75.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198864,37578236,UNKNOWN,CANCELLED,RI,UNKNOWN,CANCELLED DO NOT RENEW,NOTICE,UNKNOWN,2813,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,P.O. BOX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,BABY BOOMERS (1948 - 1968),BETWEEN 16 & 20 YEARS,4,48,68.6667,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,3.0,,,,,7.0,8.0,2.0,2.0,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,3,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198866,2926192,"90-99,999",CANCELLED,RI,750-799,NO LONGER IN HOUSEHOLD,NOTICE,UNKNOWN,2908,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,MILLENIALS (1981 - 1993),< 1 YEAR,7,48,55.8,13.5,1,0,0,0,1,1,0,0.0,0,2.0,31.4875,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,13.0,3.0,3.0,4.0,,7.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,117.7,0.0,323.85,54.0,0.0,26.9875,4.5,0.0,2.0,117.7,9.808333,24.0,2.0,UNKNOWN UNKNOWN,377.85,31.4875,8,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198868,3208068,"10-19,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2911,JEEP,GRAND CHEROKEE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,70.8571,12.8571,0,0,0,0,0,0,0,1.0,0,1.0,45.428571,1.0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,,2.0,6.0,1.0,3.0,2.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,45.428571,0.0,0.0,0.0,0.0,0.0,5.0,0.714286,JEEP GRAND CHEROKEE,318.0,45.428571,2,1713.0,30181.72,94504.62,2.7408,48.290752,151.207392,50.0
198872,5832468,UNKNOWN,CANCELLED,RI,UNKNOWN,MEMBERS REQUEST,NOTICE,UNKNOWN,2914,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,UNKNOWN,+40 YEARS,0,48,84.0,4.5,0,0,0,0,0,0,0,0.0,0,1.0,26.5,1.0,0.0,1.0,6.0,2.0,6.0,1.0,0.0,,3.0,15.0,8.0,13.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,53.0,26.5,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198880,3677738,UNKNOWN,CANCELLED,RI,UNKNOWN,MEMBERS REQUEST,NOTICE,UNKNOWN,2871,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,UNKNOWN,BETWEEN 6 & 10 YEARS,3,30,92.0,0.0,1,0,0,0,1,0,0,0.0,0,,26.5,,,,,0.0,,,,,3.0,8.0,2.0,2.0,,,,2.0,0.0,0.0,2.0,0.0,0.0,117.7,0.0,53.0,0.0,0.0,26.5,0.0,0.0,2.0,117.7,58.85,0.0,0.0,UNKNOWN UNKNOWN,53.0,26.5,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198925,1958983,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FOOTLOOSE AND FAMILY FREE,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),BETWEEN 11 & 15 YEARS,1,48,83.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,2.0,61.0,7.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198933,25109343,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2911,SAAB,9/3/2019 12:00:00 AM,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,MALE,UNKNOWN,TECHNICAL - INFERRED,UNKNOWN,FAMILY FUN-TASTIC,CAREER AND FAMILY,FLOURISHING FAMILIES,GENERATION X (1969 - 1980),BETWEEN 21 & 30 YEARS,2,48,54.3333,2.3333,0,0,0,0,0,0,0,1.0,1,1.0,35.333333,1.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,,,9.0,4.0,8.0,,10.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,35.333333,0.0,0.0,0.0,0.0,0.0,14.0,2.333333,SAAB 9/3/2019 12:00:00 AM,212.0,35.333333,3,395.0,7844.79,22309.56,2.7431,54.477708,154.9275,
198945,55047,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,PLUS MEMBERSHIP,2816,FORD,EXPEDITION,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,71.75,0.0,0,0,0,1,0,1,1,0.0,0,,15.0,,,,,0.0,,1.0,,,2.0,6.0,1.0,3.0,1.0,3.0,,2.0,4.0,0.0,4.0,4.0,0.0,120.0,156.0,60.0,0.0,0.0,15.0,0.0,0.0,8.0,276.0,69.0,0.0,0.0,FORD EXPEDITION,60.0,15.0,3,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
198988,10418748,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2860,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,UNKNOWN,BETWEEN 11 & 15 YEARS,1,13,62.8,9.1667,0,0,0,0,0,0,0,0.0,0,1.0,35.833333,2.0,0.0,2.0,3.0,0.0,5.0,2.0,0.0,1.0,6.0,15.0,8.0,13.0,1.0,8.0,,2.0,1.0,5.0,5.0,4.0,165.0,265.0,212.0,215.0,0.0,0.0,35.833333,0.0,0.0,14.0,642.0,107.0,0.0,0.0,UNKNOWN UNKNOWN,215.0,35.833333,3,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
198989,3219675,UNKNOWN,CANCELLED,RI,UNKNOWN,TRANSFER MEMBER SUSPEND,NOTICE,BASIC MEMBERSHIP,2771,MASERATI,QUATTROPORTE,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,MALE,DOCTORS/PHYSICIANS/SURGEONS,PROFESSIONAL - KNOWN,HOMEOWNER,PLATINUM PROSPERITY,BOURGEOIS PROSPERITY,POWER ELITE,BABY BOOMERS (1948 - 1968),BETWEEN 6 & 10 YEARS,3,13,51.3333,0.0,0,0,0,0,0,0,0,0.0,0,,35.333333,,,,,0.0,,2.0,,,9.0,16.0,2.0,7.0,20.0,5.0,1.0,0.0,3.0,1.0,4.0,12.0,76.14,212.0,541.2,212.0,0.0,0.0,35.333333,0.0,0.0,17.0,829.34,138.223333,5.0,0.833333,MASERATI QUATTROPORTE,212.0,35.333333,3,8.0,106.0,376.6,4.0,53.0,188.3,
199017,13583915,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2822,FORD,RANGER,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,ARCHITECTS,TECHNICAL - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,74.2,7.0,0,0,0,0,0,0,0,1.0,1,1.0,55.34,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,26.0,16.0,,0.0,1.0,1.0,4.0,0.0,58.85,235.4,0.0,276.7,0.0,0.0,55.34,0.0,0.0,5.0,294.25,58.85,9.0,1.8,FORD RANGER,276.7,55.34,2,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
199019,9261634,"50-59,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,76.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,,,1.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
199022,18867667,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2917,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOOMERS AND BOOMERANGS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,48,95.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,,,,3.0,21.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
