total_calls,aaa_mean_child,mean_basic_cost,length_of_residence,total_members_in_household,mean_tow_miles,mean_total_member_cost_veh,consumer_score,total_cost,credit_ranges_below_700,kcl_b_ind_mosaicsgrouping_boomers,aaa_auto_insurance_0,occupation_group_management,occupation_group_retired,use_road_side_0,use_road_side_1,aaa_motorcycle_indicator_0_0,aaa_id_theft,membership_id,yes_id_theft
6.0,1.0,55.925,7.5,2,0.25,132.370546,0.0136986301369863,223.7,0,0,1,0,0,0,1,0,0,255192,0.33
6.0,1.0,37.283333,15.0,1,0.666667,191.50224599999999,0.01488015784150378,111.85,0,1,0,1,0,0,1,0,0,255194,0.23
2.0,1.0,26.5,0.0,2,0.0,150.919066,0.01639344262295082,53.0,0,1,1,0,0,0,1,0,0,255202,0.24
0.0,2.0,0.0,13.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,1,1,0,0,0,255209,0.25
0.0,2.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,255235,0.13
18.0,1.0,29.685,4.5,4,9.38,150.919066,0.01639344262295082,440.85,0,0,0,0,0,0,1,1,0,255260,0.27
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,255279,0.03
1.0,1.0,53.0,4.5,2,5.0,72.43461500000001,0.020833333333333332,130.0,0,0,1,0,0,0,1,1,0,255280,0.3
5.0,0.0,28.5,0.0,2,0.0,143.574269,0.013157894736842105,179.0,0,0,1,0,0,0,1,1,0,258859,0.2
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,263924,0.03
144.0,2.0,39.884615000000004,7.3846,2,5.276923,135.775668,0.014285714285714285,650.5,1,1,1,1,0,0,1,0,0,264105,0.34
0.0,2.0,0.0,1.75,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,264130,0.13
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,264285,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,264484,0.03
18.0,2.7143,34.1875,3.75,3,9.375,164.69268200000002,0.017857142857142856,399.5,0,0,1,0,1,0,1,0,0,264841,0.47
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,265079,0.03
1.0,2.0,0.0,2.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,1,0,265274,0.16
20.0,1.0,33.055556,1.7778,5,2.888889,117.08376299999999,0.012345679012345678,506.5,0,0,1,0,0,0,1,0,0,265765,0.33
6.0,2.0,56.9,7.0,1,1.0,153.336506,0.01488015784150378,170.7,0,0,0,0,0,0,1,0,0,265798,0.34
24.0,1.0,42.571428999999995,0.0,2,0.714286,144.325817,0.014084507042253521,298.0,1,0,1,0,0,0,1,0,0,265813,0.34
0.0,0.0,0.0,0.0,2,0.0,132.370546,0.0136986301369863,0.0,0,0,1,0,0,1,0,0,0,265909,0.03
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,266134,0.03
3.0,1.0,37.283333,15.0,1,0.0,132.370546,0.0136986301369863,111.85,0,0,1,0,0,0,1,1,0,266158,0.3
0.0,2.0,0.0,1.6667,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,266164,0.13
1.0,1.0,0.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,0,0,1,0,0,266202,0.23
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,266204,0.04
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,266413,0.04
0.0,1.0,0.0,10.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,266510,0.28
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,266726,0.03
44.0,1.0,27.884615000000004,13.8462,3,1.307692,162.93004399999998,0.015384615384615385,365.5,1,1,1,0,1,0,1,0,0,266745,0.6
14.0,2.0,35.333333,12.5,3,4.0,156.036397,0.02,212.0,0,0,0,1,0,0,1,1,0,266916,0.2
1.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,267129,0.09
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,267316,0.03
4.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,1,0,267365,0.15
3.0,2.0,26.5,0.5,2,0.0,152.51689199999998,0.013157894736842105,53.0,0,1,1,0,0,0,1,1,0,267597,0.26
2.0,0.0,13.25,0.0,4,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,0,1,0,0,267615,0.25
64.0,3.0,23.4,8.0,7,2.666667,212.688448,0.02040816326530612,420.0,1,0,0,1,0,0,1,1,0,267707,0.28
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,267884,0.03
9.0,0.0,30.0,0.0,1,1.666667,135.775668,0.014285714285714285,90.0,0,1,1,0,0,0,1,1,0,269104,0.2
4.0,1.0,34.25,15.0,1,1.5,146.975438,0.0136986301369863,137.0,0,0,1,0,0,0,1,1,0,269780,0.3
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,271034,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,271631,0.03
0.0,0.0,0.0,0.0,1,0.0,162.93004399999998,0.015384615384615385,0.0,0,0,1,0,0,1,0,1,0,272904,0.02
8.0,1.0,37.283333,12.5,3,2.0,150.919066,0.01639344262295082,223.7,0,0,1,0,0,0,1,0,0,273895,0.33
8.0,0.0,55.925,0.0,1,4.0,181.860824,0.01488015784150378,123.85,0,0,1,1,0,0,1,1,0,275190,0.19
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,277217,0.03
45.0,1.0,49.205556,13.0,1,2.411111,162.93004399999998,0.015384615384615385,481.85,0,0,1,0,1,0,1,0,0,278352,0.46
10.0,2.0,10.777778,7.0,8,0.0,132.370546,0.0136986301369863,97.0,0,0,0,0,0,0,1,0,0,278763,0.34
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,279166,0.03
15.0,2.0,32.808333000000005,7.5,4,2.666667,8.441607000000001,0.01488015784150378,246.85,0,0,1,0,0,0,1,0,0,279542,0.33
0.0,0.0,35.333333,0.0,2,0.0,135.775668,0.014285714285714285,106.0,0,0,1,0,0,1,0,0,0,281251,0.1
4.0,2.0,17.5,0.0,4,0.0,132.370546,0.0136986301369863,122.5,0,0,0,0,0,0,1,1,0,281414,0.21
12.0,1.0,29.75,15.0,1,0.866667,156.358351,0.01488015784150378,184.5,0,0,1,0,0,0,1,1,0,281810,0.3
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,282383,0.03
26.0,1.0,35.975,3.6667,3,0.466667,8.441607000000001,0.01488015784150378,215.85,0,0,0,0,0,0,1,0,0,284437,0.34
2.0,1.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,285527,0.17
32.0,2.0,34.2,13.375,3,0.725,162.93004399999998,0.015384615384615385,282.6,0,0,0,0,1,0,1,0,0,285763,0.41
0.0,2.0,0.0,10.6667,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,286464,0.13
1.0,1.0,26.5,15.0,2,0.0,145.274146,0.014925373134328358,53.0,0,0,1,0,1,0,1,1,0,287333,0.42
0.0,1.0,0.0,3.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,1,0,0,0,289640,0.08
0.0,5.0,4.8333330000000005,0.8333,6,0.0,8.441607000000001,0.01488015784150378,44.0,0,0,0,0,0,1,0,1,0,290602,0.19
4.0,0.0,18.666667,0.0,2,0.333333,117.08376299999999,0.012345679012345678,56.0,0,0,1,0,0,0,1,1,0,293496,0.21
1.0,2.0,0.0,0.5,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,1,0,1,0,0,295362,0.19
2.0,2.0,14.416667000000002,4.6667,2,0.0,150.919066,0.01639344262295082,43.25,0,1,0,0,0,0,1,1,0,295815,0.23
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,296063,0.03
0.0,2.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,297121,0.13
8.0,2.0,38.666667,15.0,2,1.833333,132.370546,0.0136986301369863,116.0,0,0,0,0,0,0,1,0,0,297954,0.34
1.0,2.0,0.0,6.6667,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,0,0,298274,0.19
0.0,2.0,0.0,10.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,298288,0.08
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,298315,0.04
0.0,0.0,0.0,0.0,5,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,299037,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,299194,0.03
0.0,2.0,3.75,0.0,4,0.0,135.775668,0.014285714285714285,15.0,0,0,1,0,0,1,0,0,0,302538,0.19
64.0,0.0,28.3,0.0,3,0.2,152.51689199999998,0.013157894736842105,283.0,0,0,1,0,0,0,1,0,0,307038,0.26
0.0,1.0,0.0,0.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,307925,0.08
1.0,0.0,15.5,0.0,2,0.0,8.441607000000001,0.01488015784150378,31.0,0,0,1,0,0,0,1,1,0,308568,0.2
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,309381,0.04
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,311283,0.03
4.0,0.0,29.425,0.0,2,0.0,135.775668,0.014285714285714285,58.85,0,0,1,0,0,0,1,0,0,311679,0.25
0.0,0.0,14.5,0.0,2,8.65,175.441122,0.015625,29.0,0,0,1,0,0,1,0,1,0,311766,0.13
0.0,1.0,0.0,7.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,312567,0.28
4.0,1.0,27.9625,11.25,3,0.0,117.08376299999999,0.012345679012345678,111.85,0,0,1,1,0,0,1,0,1,313234,1.0
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,316082,0.03
0.0,1.0,21.2,9.0,4,0.0,132.370546,0.0136986301369863,106.0,0,1,1,0,1,1,0,1,0,317591,0.27
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,319193,0.03
3.0,1.0,23.0,12.0,3,0.0,8.441607000000001,0.01488015784150378,118.0,0,1,0,0,0,0,1,1,0,320870,0.23
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,321010,0.03
4.0,2.0,19.75,13.0,2,19.4,117.08376299999999,0.012345679012345678,384.75,0,1,1,0,0,0,1,0,0,322395,0.34
42.0,3.75,23.285714000000002,12.8571,5,9.764286,147.456553,0.013157894736842105,587.0,0,1,1,0,0,0,1,0,0,323385,0.34
4.0,1.0,29.0,14.0,1,1.75,132.370546,0.0136986301369863,58.0,0,1,1,0,1,0,1,1,0,324442,0.44
1.0,3.0,0.0,3.6667,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,0,0,325398,0.19
0.0,1.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,326038,0.06
0.0,0.0,21.2,0.0,4,0.0,117.08376299999999,0.012345679012345678,106.0,0,0,0,0,0,1,0,1,0,326055,0.19
2.0,1.0,37.283333,11.0,2,0.0,8.441607000000001,0.01488015784150378,111.85,0,0,1,0,1,0,1,0,0,328867,0.42
0.0,5.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,1,0,0,0,329433,0.1
1.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,329843,0.09
1.0,1.0,53.0,15.0,2,0.0,132.370546,0.0136986301369863,106.0,1,0,0,0,0,0,1,1,0,330112,0.32
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,331114,0.03
4.0,1.0,39.5,0.0,1,0.0,155.627818,0.01488015784150378,79.0,0,0,1,0,0,0,1,1,0,331118,0.23
1.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,1,331531,1.0
8.0,1.0,42.214286,12.8571,3,0.0,8.441607000000001,0.01488015784150378,295.5,0,1,0,0,0,0,1,0,0,331573,0.3
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,331905,0.03
6.0,1.0,41.2125,15.0,2,0.0,147.456553,0.013157894736842105,164.85,0,0,1,0,1,0,1,0,0,332018,0.42
4.0,1.0,29.425,5.0,3,2.75,162.892046,0.017241379310344827,117.7,0,1,1,1,0,0,1,1,0,332052,0.22
9.0,0.0,34.375,0.0,2,22.825,162.93004399999998,0.015384615384615385,672.5,0,0,1,0,0,0,1,0,0,332089,0.24
0.0,1.0,53.0,13.0,1,0.0,132.370546,0.0136986301369863,53.0,1,1,0,0,0,1,0,1,0,332125,0.2
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,332139,0.03
10.0,2.0,42.333333,8.6667,3,1.566667,162.93004399999998,0.015384615384615385,266.0,0,1,0,0,1,0,1,0,0,332325,0.4
0.0,0.0,36.692308000000004,0.0,1,0.6153850000000001,162.93004399999998,0.015384615384615385,477.0,0,0,1,0,1,1,0,1,0,332377,0.2
2.0,1.0,30.0,13.0,1,0.0,162.93004399999998,0.015384615384615385,30.0,0,0,0,0,1,0,1,1,0,332443,0.38
1.0,2.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,1,0,332457,0.15
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,332520,0.03
13.0,0.0,32.777778000000005,0.0,4,0.22222199999999998,187.928256,0.017543859649122806,295.0,0,0,1,0,0,0,1,0,0,332602,0.26
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,332710,0.03
24.0,2.0,33.75,15.0,1,0.0,135.775668,0.014285714285714285,202.5,1,1,0,0,0,0,1,0,0,332714,0.35
0.0,2.0,0.0,4.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,332797,0.13
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,332828,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,332842,0.04
0.0,0.0,0.0,0.0,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,332850,0.03
0.0,2.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,1,0,0,0,332858,0.21
1.0,1.0,16.25,15.0,2,0.0,132.370546,0.0136986301369863,32.5,1,0,1,0,1,0,1,1,0,332898,0.55
4.0,1.0,37.283333,6.6667,2,0.666667,8.441607000000001,0.01488015784150378,111.85,0,0,1,0,0,0,1,0,0,332916,0.33
0.0,1.0,22.4,2.4,2,2.18,145.274146,0.014925373134328358,115.0,0,0,0,0,0,1,0,0,0,332932,0.22
21.0,1.0,48.714286,15.0,1,2.785714,132.370546,0.0136986301369863,341.0,0,0,1,0,0,0,1,0,0,332963,0.33
2.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,332964,0.26
0.0,1.0,53.0,7.0,1,1.5,162.93004399999998,0.015384615384615385,106.0,0,0,1,0,0,1,0,0,0,332979,0.17
150.0,2.0,44.166667,8.3333,2,0.277778,175.441122,0.015625,795.0,0,1,1,0,0,0,1,0,0,333167,0.34
3.0,4.0,23.125,14.0,3,0.0,8.441607000000001,0.01488015784150378,92.5,1,0,1,1,0,0,1,1,0,333178,0.33
12.0,0.0,39.75,0.0,2,1.75,135.775668,0.014285714285714285,159.0,0,0,0,0,0,0,1,1,0,333218,0.23
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,333235,0.09
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,333273,0.09
2.0,1.0,35.333333,10.0,2,0.0,132.370546,0.0136986301369863,106.0,1,0,1,0,0,0,1,1,0,333286,0.39
0.0,2.0,35.333333,10.0,2,0.0,8.441607000000001,0.01488015784150378,106.0,0,1,1,0,0,1,0,1,0,333315,0.18
0.0,3.0,0.0,10.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,333316,0.28
0.0,0.0,0.0,0.0,2,0.0,136.00893,0.015625,0.0,0,0,1,0,0,1,0,1,0,333319,0.02
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,333331,0.03
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,1,0,0,0,333337,0.08
0.0,0.0,17.666667,0.0,3,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,1,0,1,0,333442,0.07
1.0,1.0,39.75,0.5,3,0.0,151.742059,0.01488015784150378,159.0,0,0,0,0,0,0,1,1,0,333471,0.28
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,333558,0.09
16.0,1.0,30.222222,15.0,2,0.0,135.775668,0.014285714285714285,272.0,0,0,1,0,1,0,1,0,0,333628,0.42
9.0,1.0,27.5,15.0,2,0.75,151.74655900000002,0.014285714285714285,119.0,0,0,1,0,1,0,1,0,0,333650,0.46
2.0,1.0,37.283333,10.0,2,0.0,152.51689199999998,0.013157894736842105,111.85,0,0,1,0,1,0,1,0,0,333667,0.42
7.0,2.0,41.222221999999995,13.3333,3,0.0,8.441607000000001,0.01488015784150378,371.0,0,0,0,0,0,0,1,0,0,333669,0.34
0.0,3.0,6.142857,0.4286,7,0.528571,8.441607000000001,0.01488015784150378,43.0,0,0,1,0,0,1,0,0,0,333728,0.18
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,333747,0.03
4.0,0.0,48.0,0.0,1,0.0,191.50224599999999,0.01488015784150378,96.0,0,0,1,0,0,0,1,0,0,333750,0.25
0.0,3.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,1,1,0,0,0,333810,0.25
0.0,1.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,333863,0.06
0.0,1.0,28.8,2.8,2,0.0,191.50224599999999,0.01488015784150378,144.0,0,0,1,0,0,1,0,0,0,333884,0.19
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,333905,0.03
4.0,1.0,14.0,7.0,2,0.0,132.370546,0.0136986301369863,28.0,1,1,1,0,0,0,1,1,0,333916,0.35
2.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,0,0,333918,0.08
2.0,5.3333,27.23125,9.375,7,0.625,8.441607000000001,0.01488015784150378,217.85,0,0,0,1,0,0,1,0,1,333939,1.0
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,333947,0.09
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,333968,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,334055,0.03
21.0,0.0,25.3125,0.0,2,0.175,145.274146,0.014925373134328358,202.5,0,0,0,0,1,0,1,1,0,334109,0.3
3.0,1.0,38.97,5.6,3,0.0,155.627818,0.01488015784150378,334.85,0,1,1,0,0,0,1,0,1,334191,1.0
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,334197,0.03
0.0,1.0,39.75,11.25,2,0.0,8.441607000000001,0.01488015784150378,159.0,0,0,1,0,0,1,0,0,0,334208,0.19
74.0,1.2857,33.444117999999996,12.2353,3,1.764706,136.00893,0.015625,714.55,1,0,1,0,0,0,1,0,0,334231,0.42
0.0,2.0,15.0,8.5,3,3.75,132.370546,0.0136986301369863,60.0,1,0,1,0,1,1,0,1,0,334288,0.31
12.0,0.0,44.166667,0.0,1,0.0,181.860824,0.01488015784150378,132.5,0,0,1,0,1,0,1,0,0,334476,0.3
27.0,1.0,45.316666999999995,15.0,2,0.0,132.370546,0.0136986301369863,407.85,0,0,0,0,0,0,1,0,0,334500,0.34
0.0,2.0,0.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,334514,0.16
6.0,0.0,48.116667,0.0,2,0.0,151.74655900000002,0.014285714285714285,144.35,0,0,1,0,1,0,1,0,0,334525,0.3
70.0,1.0,51.185,15.0,1,0.3,150.919066,0.01639344262295082,511.85,1,0,1,0,0,0,1,0,0,334540,0.43
3.0,2.0,17.666667,12.5,5,0.0,8.441607000000001,0.01488015784150378,106.0,0,0,1,0,0,0,1,1,0,334543,0.3
0.0,1.0,53.0,15.0,1,6.0,145.274146,0.014925373134328358,62.0,0,0,1,0,0,1,0,0,0,334638,0.17
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,334659,0.08
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,334764,0.03
1.0,1.0,0.0,5.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,0,1,0,0,334781,0.16
0.0,0.0,9.586667,0.0,3,0.0,8.441607000000001,0.01488015784150378,28.76,0,1,1,0,0,1,0,0,0,334793,0.09
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,334807,0.03
11.0,0.0,18.857143,0.0,5,0.0,150.919066,0.01639344262295082,138.0,0,0,1,0,0,0,1,1,0,334862,0.2
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,334879,0.03
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,334891,0.04
2.0,1.0,31.75,14.0,1,0.0,132.370546,0.0136986301369863,63.5,1,0,1,0,0,0,1,1,0,335024,0.39
1.0,0.0,37.0,0.0,2,0.0,136.00893,0.015625,185.0,0,0,0,0,0,0,1,1,0,335035,0.19
3.0,1.0,47.8375,11.25,2,0.0,135.775668,0.014285714285714285,191.35,0,0,0,0,0,0,1,0,0,335037,0.34
45.0,1.0,47.086364,11.2727,3,0.0,156.036397,0.02,517.95,1,0,1,0,0,0,1,0,0,335065,0.42
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,335080,0.09
1.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,0,1,0,0,335088,0.13
20.0,1.0,53.0,6.0,1,0.0,132.370546,0.0136986301369863,212.0,1,1,1,0,0,0,1,1,0,335159,0.35
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,335181,0.13
12.0,0.0,48.666667,0.0,1,1.5,175.441122,0.015625,316.0,0,0,1,0,0,0,1,1,0,335236,0.21
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,1,1,0,0,0,335335,0.1
30.0,2.0,22.928570999999998,9.2857,3,0.028571,132.370546,0.0136986301369863,160.5,0,0,0,0,0,0,1,1,0,335368,0.27
0.0,1.0,0.0,13.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,335371,0.28
1.0,3.0,22.0,5.0,3,0.0,8.441607000000001,0.01488015784150378,66.0,0,1,1,0,0,0,1,1,0,335376,0.26
0.0,5.0,53.0,6.5,2,0.0,191.50224599999999,0.01488015784150378,106.0,0,1,0,0,0,1,0,0,0,335402,0.16
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,335433,0.03
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,335454,0.03
0.0,3.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,335472,0.13
15.0,3.0,37.25,0.0,2,0.5,161.44551299999998,0.015873015873015872,149.0,0,0,0,1,0,0,1,1,0,335505,0.16
79.0,1.0,41.514286,6.4286,4,3.428571,145.274146,0.014925373134328358,707.2,1,0,0,0,0,0,1,0,0,335518,0.37
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,335674,0.03
0.0,1.0,0.0,4.5,2,0.0,132.370546,0.0136986301369863,0.0,0,0,1,0,0,1,0,1,0,335684,0.11
0.0,5.0,6.5,10.25,3,1.25,8.441607000000001,0.01488015784150378,35.0,0,0,0,0,0,1,0,1,0,335739,0.28
34.0,4.0,50.407143,15.0,2,0.0,162.892046,0.017241379310344827,352.85,0,1,1,0,0,0,1,0,0,335742,0.32
5.0,2.0,47.783333,8.0,3,4.5,145.274146,0.014925373134328358,286.7,0,0,1,1,0,0,1,0,0,335792,0.22
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,335853,0.09
1.0,1.6667,29.283333000000002,13.3333,2,1.7,151.74655900000002,0.014285714285714285,87.85,1,0,0,1,0,0,1,0,0,335877,0.33
