membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,vehicle,total_cost,mean_total_cost,total_members_in_household
198229,9743560,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2920,BUICK,VERANO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,82.3333,0.0,0,0,0,0,0,0,1,1.0,0,,37.283333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,0.0,117.7,117.7,111.85,0.0,0.0,37.283333,0.0,0.0,4.0,235.4,78.466667,BUICK VERANO,111.85,37.283333,2
198258,6584157,250K+,ACTIVE,RI,800+,UNKNOWN,AUTO RENEW,UNKNOWN,2806,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,COSMOPOLITAN ACHIEVERS,CAREER AND FAMILY,FLOURISHING FAMILIES,POST-WAR (< 1948),+40 YEARS,0,48,71.5,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,3.0,13.0,0.0,4.0,2.0,0.0,,,65.0,4.0,8.0,4.0,2.0,,,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,26.5,UNKNOWN UNKNOWN,0.0,0.0,2
198323,6300159,UNKNOWN,PENDING,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2920,FORD,EXPLORER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,66.0,0.0,1,1,0,0,1,0,0,1.0,1,,38.220588,,,,,,,,,,12.0,,,,,,,0.0,1.0,70.0,28.0,0.0,4119.5,903.0,0.0,649.75,0.0,0.0,38.220588,0.0,0.0,98.0,5022.5,295.441176,FORD EXPLORER,649.75,38.220588,4
198337,3407574,250K+,ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2835,VOLKSWAGEN,BEETLE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AMERICAN ROYALTY,BOURGEOIS PROSPERITY,POWER ELITE,POST-WAR (< 1948),+40 YEARS,0,48,88.0,3.75,0,0,0,0,0,0,0,1.0,1,2.0,73.654167,1.0,0.0,3.0,13.0,0.0,4.0,,,,2.0,18.0,2.0,7.0,,,,2.0,0.0,18.0,18.0,9.0,2293.65,1735.65,936.0,458.85,417.0,0.0,38.2375,34.75,0.0,45.0,4965.3,413.775,VOLKSWAGEN BEETLE,883.85,73.654167,2
198346,14813282,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2916,UNKNOWN,UNKNOWN,UNKNOWN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,67.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,,0.0,,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,53.0,UNKNOWN UNKNOWN,0.0,0.0,1
198350,17016244,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2814,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SPORTS UTILITY FAMILIES,CAREER AND FAMILY,SURBURBAN STYLE,POST-WAR (< 1948),+40 YEARS,0,48,73.0,6.5,0,0,0,0,0,0,0,,0,3.0,0.0,1.0,0.0,,1.0,2.0,1.0,2.0,0.0,,,22.0,4.0,6.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
198364,10283241,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2840,UNKNOWN,UNKNOWN,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,61.0,5.2,0,0,0,0,0,1,0,,1,3.0,0.0,3.0,0.0,1.0,1.0,,1.0,,0.0,,3.0,,,,,,,,4.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,5.8,UNKNOWN UNKNOWN,0.0,0.0,5
198386,20513624,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BETWEEN 6 & 10 YEARS,3,9,,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
198401,9632657,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2864,HONDA,CR-V,CAUCASION / WHITE - GREEK,HOME OWNER,UNKNOWN,SFDU,FEMALE,TEACHER/EDUCATOR,PROFESSIONAL - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,72.5,4.5,0,0,0,0,0,0,0,1.0,0,2.0,31.875,10.0,0.0,,2.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,7.0,2.0,,2.0,0.0,0.0,6.0,0.0,0.0,199.0,0.0,127.5,0.0,0.0,31.875,0.0,0.0,6.0,199.0,49.75,HONDA CR-V,127.5,31.875,2
198417,4585083,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2893,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,77.25,0.0,0,0,0,0,0,0,0,1.0,0,,31.125,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,97.5,115.5,9.0,0.0,28.875,2.25,0.0,3.0,97.5,24.375,UNKNOWN UNKNOWN,124.5,31.125,2
198478,16728554,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,PLUS MEMBERSHIP,2852,MERCURY,GRAND MARQUIS,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,48,92.0,0.0,0,0,0,0,0,0,0,0.0,0,,53.0,,,,,0.0,,,,,2.0,8.0,2.0,2.0,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,106.0,159.0,0.0,0.0,53.0,0.0,0.0,2.0,106.0,35.333333,MERCURY GRAND MARQUIS,159.0,53.0,2
198500,3048102,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2835,LINCOLN,MKZ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,27,85.6667,0.0,0,0,0,0,0,0,0,1.0,1,,46.666667,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,68.0,0.0,140.0,0.0,0.0,46.666667,0.0,0.0,2.0,68.0,22.666667,LINCOLN MKZ,140.0,46.666667,2
198518,17853260,"40-49,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2910,FORD,TAURUS,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,77.75,7.5,1,0,0,0,1,1,0,1.0,0,1.0,40.48125,2.0,0.0,2.0,5.0,0.0,5.0,1.0,0.0,,3.0,1.0,1.0,1.0,,1.0,,0.0,1.0,1.0,0.0,3.0,58.85,0.0,176.55,323.85,0.0,0.0,40.48125,0.0,0.0,4.0,235.4,29.425,FORD TAURUS,323.85,40.48125,4
198526,409332,"40-49,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2863,KIA,SPECTRA,UNKNOWN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,SALES - INFERRED,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,BABY BOOMERS (1948 - 1968),BETWEEN 6 & 10 YEARS,3,39,62.125,8.0,0,0,0,0,0,0,0,0.0,0,1.0,16.222222,,0.0,2.0,5.0,0.0,2.0,2.0,,3.0,5.0,4.0,6.0,5.0,,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,16.222222,0.0,0.0,0.0,0.0,0.0,KIA SPECTRA,146.0,16.222222,4
198572,12557953,"100-149,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2920,LINCOLN,MKZ,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,77.0,15.0,0,0,0,0,0,0,0,1.0,0,2.0,39.233333,1.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,16.0,8.0,0.0,941.6,470.8,235.4,0.0,0.0,39.233333,0.0,0.0,24.0,1412.4,235.4,LINCOLN MKZ,235.4,39.233333,3
198573,99346899,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2910,VOLKSWAGEN,PASSAT,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FAMILY FUN-TASTIC,CAREER AND FAMILY,FLOURISHING FAMILIES,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,34.7143,1.6667,0,0,0,0,0,0,0,1.0,1,4.0,32.222222,3.0,0.0,,2.0,0.0,2.0,,0.0,,1.0,9.0,4.0,8.0,,,,2.0,3.0,24.0,12.0,6.0,1506.0,636.0,318.0,290.0,0.0,0.0,32.222222,0.0,0.0,42.0,2460.0,273.333333,VOLKSWAGEN PASSAT,290.0,32.222222,4
198576,18361391,"10-19,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,UNKNOWN,2910,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,SALES/MARKETING,SALES - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,BABY BOOMERS (1948 - 1968),BETWEEN 21 & 30 YEARS,2,26,64.0,15.0,0,0,0,0,0,1,0,,0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,5.0,1.0,0.0,,,4.0,6.0,5.0,9.0,11.0,,,1.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,53.0,UNKNOWN UNKNOWN,0.0,0.0,1
198582,18396764,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2828,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,+40 YEARS,0,48,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
198583,13142313,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2915,TOYOTA,PRIUS,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,MIDDLE MANAGEMENT,MANAGEMENT - KNOWN,UNKNOWN,BLUE COLLAR COMFORT,HARD WORKING BLUE COLLAR,FAMILY UNION,POST-WAR (< 1948),+40 YEARS,0,48,73.0,10.0,1,0,0,0,1,0,1,0.0,1,1.0,26.5,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,,,13.0,5.0,10.0,6.0,4.0,,0.0,0.0,0.0,1.0,1.0,0.0,58.85,58.85,53.0,0.0,0.0,26.5,0.0,0.0,2.0,117.7,58.85,TOYOTA PRIUS,53.0,26.5,2
198599,7295702,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2914,CHEVROLET,COBALT,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,BEAUTY,OTHER - KNOWN,UNKNOWN,TOUGH TIMES,LOW INCOME ELDERS,ECONOMIC CHALLENGES,POST-WAR (< 1948),+40 YEARS,0,41,77.0,0.0,0,0,0,0,0,0,0,1.0,0,,58.85,,,,,2.0,,1.0,,,,31.0,7.0,16.0,10.0,12.0,,2.0,0.0,2.0,2.0,2.0,117.7,117.7,106.0,117.7,0.0,0.0,58.85,0.0,0.0,6.0,341.4,170.7,CHEVROLET COBALT,117.7,58.85,1
198603,80473577,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2905,BUICK,CENTURY,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,TEACHER/EDUCATOR,PROFESSIONAL - KNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),BETWEEN 11 & 15 YEARS,1,12,71.1429,6.8571,0,0,0,0,0,0,0,1.0,0,1.0,59.057143,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,,,5.0,1.0,3.0,7.0,2.0,,2.0,1.0,0.0,18.0,6.0,0.0,1095.3,318.0,341.4,72.0,0.0,48.771429,10.2857,0.0,24.0,1413.3,201.9,BUICK CENTURY,413.4,59.057143,2
198606,18059181,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2852,TOYOTA,COROLLA,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BIRKENSTOCKS AND BEEMERS,ROUTINE SERVICE WORKERS,MIDDLE CLASS MELTING POT,POST-WAR (< 1948),BETWEEN 1 & 5 YEARS,6,26,78.0,0.0,0,0,0,0,0,0,0,1.0,0,,38.692857,,,,,2.0,,,,,2.0,19.0,3.0,11.0,,,,0.0,0.0,0.0,5.0,5.0,0.0,294.25,294.25,270.85,0.0,0.0,38.692857,0.0,0.0,10.0,588.5,84.071429,TOYOTA COROLLA,270.85,38.692857,3
198609,14351270,"40-49,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,UNKNOWN,2895,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BLUE COLLAR COMFORT,HARD WORKING BLUE COLLAR,FAMILY UNION,POST-WAR (< 1948),+40 YEARS,0,48,79.0,1.8,0,0,0,0,0,0,0,0.0,0,1.0,18.5,1.0,0.0,1.0,5.0,0.0,5.0,2.0,0.0,,3.0,13.0,5.0,10.0,,8.0,,2.0,0.0,0.0,3.0,3.0,0.0,97.5,90.0,92.5,0.0,0.0,18.5,0.0,0.0,6.0,187.5,37.5,UNKNOWN UNKNOWN,92.5,18.5,3
198612,14296594,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,PREMIER MEMBERSHIP,2915,VOLVO,XC70,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,MALE,UNKNOWN,OTHER - INFERRED,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),BETWEEN 1 & 5 YEARS,6,16,62.3333,0.0,0,0,0,0,0,0,0,1.0,0,,39.233333,,,,,0.0,,2.0,,,3.0,3.0,3.0,4.0,,6.0,,3.0,1.0,4.0,0.0,0.0,235.4,0.0,0.0,117.7,0.0,0.0,39.233333,0.0,0.0,4.0,235.4,78.466667,VOLVO XC70,117.7,39.233333,2
198613,2176856,"10-19,999",CANCELLED,RI,500-549,NON-PAYMENT,NOTICE,PLUS MEMBERSHIP,2878,JEEP,CHEROKEE,HISPANIC - HISPANIC ORIGIN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SPORTS UTILITY FAMILIES,CAREER AND FAMILY,SURBURBAN STYLE,POST-WAR (< 1948),+40 YEARS,0,48,98.0,2.0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,6.0,0.0,1.0,6.0,0.0,7.0,,0.0,,1.0,22.0,4.0,6.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JEEP CHEROKEE,0.0,0.0,1
198616,4637204,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2837,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,86.5,15.0,0,0,0,0,0,1,0,,0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,,5.0,1.0,3.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
198642,14847589,"20-29,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2861,HYUNDAI,SANTA FE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,OTHER - INFERRED,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,BABY BOOMERS (1948 - 1968),BETWEEN 16 & 20 YEARS,4,30,66.3333,3.5,0,0,0,0,0,0,0,0.0,0,1.0,17.75,1.0,0.0,,11.0,2.0,5.0,1.0,0.0,,2.0,11.0,7.0,3.0,,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,17.75,0.0,0.0,0.0,0.0,0.0,HYUNDAI SANTA FE,71.0,17.75,3
198664,13137204,"90-99,999",CANCELLED,RI,700-749,NON-PAYMENT,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,41,97.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,1.0,2.0,,2.0,,0.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
198678,7865172,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,UNKNOWN,+40 YEARS,0,48,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,1.0,15.0,8.0,13.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
198681,8602152,"10-19,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2888,TOYOTA,CAMRY,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,84.0,6.0,0,0,0,0,0,0,0,1.0,1,1.0,84.485714,1.0,0.0,1.0,6.0,2.0,2.0,1.0,0.0,,,11.0,7.0,3.0,,1.0,,2.0,0.0,7.0,21.0,0.0,411.95,1235.85,0.0,394.4,57.0,0.0,56.342857,8.1429,0.0,28.0,1647.8,235.4,TOYOTA CAMRY,591.4,84.485714,1
198686,4898837,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2888,HYUNDAI,TUCSON,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,40.9231,4.9412,1,1,0,0,1,0,1,1.0,0,3.6667,27.523529,4.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,,9.0,3.0,3.0,4.0,,7.0,,0.0,5.0,18.0,9.0,9.0,835.65,529.65,529.65,467.9,0.0,0.0,27.523529,0.0,0.0,36.0,1894.95,111.467647,HYUNDAI TUCSON,467.9,27.523529,9
198700,1123048,"50-59,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2910,CHEVROLET,TRAX,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,STEADFAST CONVENTIONALISTS,HARD WORKING BLUE COLLAR,FAMILY UNION,BABY BOOMERS (1948 - 1968),BETWEEN 21 & 30 YEARS,2,24,66.0,3.0,0,0,0,0,0,1,0,0.0,0,2.0,58.85,2.0,0.0,,4.0,0.0,5.0,1.0,0.0,,,29.0,5.0,10.0,1.0,3.0,,0.0,1.0,1.0,0.0,0.0,58.85,0.0,0.0,58.85,0.0,0.0,58.85,0.0,0.0,1.0,58.85,58.85,CHEVROLET TRAX,58.85,58.85,1
198707,9212615,"100-149,999",ACTIVE,RI,499 & LESS,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2840,LINCOLN,MKX,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,UNKNOWN,FULL POCKETS  EMPTY NESTS,BOURGEOIS PROSPERITY,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),BETWEEN 16 & 20 YEARS,4,48,63.6,9.6364,0,0,0,0,0,1,0,1.0,0,1.125,48.077273,3.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,,,12.0,2.0,4.0,12.0,14.0,,2.0,4.0,18.0,7.0,23.0,629.7,382.1,1786.0,396.85,132.0,0.0,36.077273,12.0,0.0,48.0,2797.8,254.345455,LINCOLN MKX,528.85,48.077273,4
198719,37706961,"10-19,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2907,CADILLAC,CTS,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,66.3077,8.5714,1,0,0,0,1,1,0,1.0,0,1.0,49.591429,2.0,0.0,2.0,6.0,,5.0,,0.0,,2.0,,,,,,,2.0,3.0,0.0,13.0,15.0,0.0,765.05,540.15,556.28,138.0,0.0,39.734286,9.8571,0.0,28.0,1305.2,93.228571,CADILLAC CTS,694.28,49.591429,3
